"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality","Type"
"3332",6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,"White"
"3333",8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,6,"White"
"3334",6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5,"White"
"3335",6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,"White"
"3336",7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,5,"White"
"3337",8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,4,"White"
"3338",6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,"White"
"3339",7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,6,"White"
"3340",6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,"White"
"3341",8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,"White"
"3342",6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5,"White"
"3343",6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5,"White"
"3344",7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5,"White"
"3345",8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,"White"
"3346",8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9,5,"White"
"3347",6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6,"White"
"3348",7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6,"White"
"3349",6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7,"White"
"3350",6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6,"White"
"3351",7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2,7,"White"
"3352",6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,6,"White"
"3353",6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,"White"
"3354",6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,"White"
"3355",6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,"White"
"3356",9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5,"White"
"3357",6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,5,"White"
"3358",6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6,"White"
"3359",8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,6,"White"
"3360",6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,7,"White"
"3361",7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6,"White"
"3362",6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,"White"
"3363",6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,"White"
"3364",6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,5,"White"
"3365",7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,5,"White"
"3366",6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5,"White"
"3367",7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,7,"White"
"3368",7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,"White"
"3369",6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,"White"
"3370",7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6,"White"
"3371",7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,"White"
"3372",6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6,"White"
"3373",7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6,"White"
"3374",6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,"White"
"3375",6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,"White"
"3376",6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,"White"
"3377",6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,"White"
"3378",8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5,"White"
"3379",6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,4,"White"
"3380",8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,"White"
"3381",8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,6,"White"
"3382",6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,"White"
"3383",8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,"White"
"3384",7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7,"White"
"3385",7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7,"White"
"3386",8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,"White"
"3387",7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7,"White"
"3388",9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5,"White"
"3389",6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,5,"White"
"3390",7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6,"White"
"3391",7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5,"White"
"3392",6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5,"White"
"3393",6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6,"White"
"3394",7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,5,"White"
"3395",6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8,"White"
"3396",6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,"White"
"3397",6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,"White"
"3398",7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,"White"
"3399",9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5,"White"
"3400",6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,"White"
"3401",6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,"White"
"3402",7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,"White"
"3403",7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,"White"
"3404",7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,"White"
"3405",8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,"White"
"3406",7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,"White"
"3407",8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,"White"
"3408",6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,6,"White"
"3409",7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,"White"
"3410",5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,"White"
"3411",7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,6,"White"
"3412",8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,"White"
"3413",6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,"White"
"3414",6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7,"White"
"3415",7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,4,"White"
"3416",6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6,"White"
"3417",6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,6,"White"
"3418",6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,"White"
"3419",7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5,"White"
"3420",8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,"White"
"3421",7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,"White"
"3422",6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,"White"
"3423",7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5,"White"
"3424",6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,"White"
"3425",7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,"White"
"3426",7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6,"White"
"3427",7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,"White"
"3428",7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,"White"
"3429",7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,"White"
"3430",7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,"White"
"3431",7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,"White"
"3432",6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,6,"White"
"3433",8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5,"White"
"3434",7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,"White"
"3435",7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,"White"
"3436",6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,"White"
"3437",7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,"White"
"3438",6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5,"White"
"3439",7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,"White"
"3440",8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6,"White"
"3441",8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6,"White"
"3442",6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,"White"
"3443",7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5,"White"
"3444",7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,5,"White"
"3445",7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5,"White"
"3446",8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,5,"White"
"3447",7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6,"White"
"3448",7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7,"White"
"3449",6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,"White"
"3450",6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7,"White"
"3451",8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,5,"White"
"3452",6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7,"White"
"3453",8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,"White"
"3454",10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,4,"White"
"3455",8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5,"White"
"3456",8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5,"White"
"3457",8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,"White"
"3458",6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6,"White"
"3459",7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6,"White"
"3460",7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7,"White"
"3461",6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5,"White"
"3462",7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6,"White"
"3463",7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,6,"White"
"3464",7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,6,"White"
"3465",6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6,"White"
"3466",7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7,"White"
"3467",8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7,"White"
"3468",6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6,"White"
"3469",7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6,"White"
"3470",5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,"White"
"3471",5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,"White"
"3472",7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5,"White"
"3473",6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5,"White"
"3474",8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6,"White"
"3475",8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6,"White"
"3476",8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,"White"
"3477",7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,"White"
"3478",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,"White"
"3479",7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,"White"
"3480",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,"White"
"3481",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,"White"
"3482",6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5,"White"
"3483",7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,"White"
"3484",7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,5,"White"
"3485",7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5,"White"
"3486",7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5,"White"
"3487",7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5,"White"
"3488",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,"White"
"3489",7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,5,"White"
"3490",6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,"White"
"3491",6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,"White"
"3492",6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5,"White"
"3493",7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,"White"
"3494",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,"White"
"3495",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,"White"
"3496",7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,"White"
"3497",6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7,"White"
"3498",10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6,"White"
"3499",7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5,"White"
"3500",8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6,"White"
"3501",7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5,"White"
"3502",7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,"White"
"3503",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,"White"
"3504",6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5,"White"
"3505",7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7,"White"
"3506",7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,"White"
"3507",7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,"White"
"3508",6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,"White"
"3509",7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,"White"
"3510",7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,"White"
"3511",8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,"White"
"3512",6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6,"White"
"3513",7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,"White"
"3514",6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,"White"
"3515",7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,"White"
"3516",6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6,"White"
"3517",7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6,"White"
"3518",8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7,"White"
"3519",7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,"White"
"3520",7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5,"White"
"3521",8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5,"White"
"3522",7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,"White"
"3523",6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,6,"White"
"3524",6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6,"White"
"3525",7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5,"White"
"3526",7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6,"White"
"3527",8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,"White"
"3528",9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,"White"
"3529",7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,3,"White"
"3530",9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6,"White"
"3531",7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,5,"White"
"3532",6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6,"White"
"3533",8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,"White"
"3534",9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,"White"
"3535",7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7,"White"
"3536",7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5,"White"
"3537",6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,"White"
"3538",8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,"White"
"3539",6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,"White"
"3540",8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,"White"
"3541",6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,5,"White"
"3542",6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,"White"
"3543",8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6,"White"
"3544",6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6,"White"
"3545",5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,"White"
"3546",7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7,"White"
"3547",6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5,"White"
"3548",8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,"White"
"3549",9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4,"White"
"3550",8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7,"White"
"3551",8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,6,"White"
"3552",8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,"White"
"3553",6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,5,"White"
"3554",7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5,"White"
"3555",7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6,"White"
"3556",7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,"White"
"3557",8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,"White"
"3558",8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,"White"
"3559",9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5,"White"
"3560",8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,"White"
"3561",7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,"White"
"3562",6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,5,"White"
"3563",6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,6,"White"
"3564",7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,6,"White"
"3565",8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7,"White"
"3566",7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6,"White"
"3567",6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,"White"
"3568",8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6,"White"
"3569",6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,"White"
"3570",7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,5,"White"
"3571",7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5,"White"
"3572",7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5,"White"
"3573",6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,6,"White"
"3574",6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,5,"White"
"3575",8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6,"White"
"3576",7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,6,"White"
"3577",7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,6,"White"
"3578",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,"White"
"3579",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,"White"
"3580",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,"White"
"3581",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,"White"
"3582",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,"White"
"3583",8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,6,"White"
"3584",7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,"White"
"3585",8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5,"White"
"3586",8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,6,"White"
"3587",7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,7,"White"
"3588",6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,4,"White"
"3589",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,"White"
"3590",7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5,"White"
"3591",7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,"White"
"3592",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,"White"
"3593",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,"White"
"3594",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,"White"
"3595",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,"White"
"3596",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,"White"
"3597",7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9,6,"White"
"3598",6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,5,"White"
"3599",6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10,5,"White"
"3600",7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6,"White"
"3601",7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,"White"
"3602",7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6,"White"
"3603",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,"White"
"3604",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,"White"
"3605",5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1,6,"White"
"3606",7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5,"White"
"3607",8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,7,"White"
"3608",7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6,"White"
"3609",7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5,"White"
